event_date,root_zone_name,total_events
2025-12-11,"Корпус №19",1712
2025-12-11,"Корпус №2",1114
2025-12-11,"Корпус №22 Ленина 12 (Кап строй)",41
2025-12-11,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",70
2025-12-11,"Корпус №22 Ленина 12 (СГИ)",79
2025-12-11,"Корпус №3",654
2025-12-11,"Корпус №4",3929
2025-12-11,"Корпус №5",6516
2025-12-11,"Корпус №6",765
2025-12-11,"Корпус №7",156
2025-12-11,"Корпус №8",704
2025-12-11,"Общежитие 1",829
2025-12-11,"Общежитие 3",1058
2025-12-11,"Общежитие 4",837
2025-12-11,"Общежитие 5",2314
2025-12-11,"Парковка Перекопская 15",692
2025-12-11,"Парковка Республики 9",122
2025-12-12,"АИ Корпус №1",185
2025-12-12,"АИ Корпус №2",36
2025-12-12,"АИ Корпус №3",1005
2025-12-12,"АИ Корпус №4",545
2025-12-12,"АИ Корпус №5",542
2025-12-12,"АИ Корпус №7",1061
2025-12-12,"Ишим Корпус №1",978
2025-12-12,"Ишим Корпус №5",271
2025-12-12,"Ишим Корпус №6",76
2025-12-12,"Ишим Общежитие",938
2025-12-12,"Кирова 25 (кадры, док обеспечение)",602
2025-12-12,"Корпус № 4 Приемная комиссия",806
2025-12-12,"Корпус №1",8744
2025-12-12,"Корпус №10",2881
2025-12-12,"Корпус №11",4497
2025-12-12,"Корпус №12",1144
2025-12-12,"Корпус №13",858
2025-12-12,"Корпус №14",86
2025-12-12,"Корпус №16",446
2025-12-12,"Корпус №19",1878
2025-12-12,"Корпус №2",1048
2025-12-12,"Корпус №22 Ленина 12 (Кап строй)",25
2025-12-12,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",60
2025-12-12,"Корпус №22 Ленина 12 (СГИ)",79
2025-12-12,"Корпус №3",828
2025-12-12,"Корпус №4",4705
2025-12-12,"Корпус №5",6484
2025-12-12,"Корпус №6",997
2025-12-12,"Корпус №7",118
2025-12-12,"Корпус №8",726
2025-12-12,"Общежитие 1",850
2025-12-12,"Общежитие 3",1106
2025-12-12,"Общежитие 4",879
2025-12-12,"Общежитие 5",2326
2025-12-12,"Парковка Перекопская 15",672
2025-12-12,"Парковка Республики 9",131
2025-12-13,"АИ Корпус №1",4
2025-12-13,"АИ Корпус №2",19
2025-12-13,"АИ Корпус №3",11
2025-12-13,"АИ Корпус №5",3
2025-12-13,"АИ Корпус №7",152
2025-12-13,"Ишим Корпус №1",219
2025-12-13,"Ишим Корпус №5",101
2025-12-13,"Ишим Корпус №6",2
2025-12-13,"Ишим Общежитие",238
2025-12-13,"Кирова 25 (кадры, док обеспечение)",7
2025-12-13,"Корпус № 4 Приемная комиссия",36
2025-12-13,"Корпус №1",6399
2025-12-13,"Корпус №10",2392
2025-12-13,"Корпус №11",3218
2025-12-13,"Корпус №12",201
2025-12-13,"Корпус №13",51
2025-12-13,"Корпус №16",241
2025-12-13,"Корпус №19",676
2025-12-13,"Корпус №2",42
2025-12-13,"Корпус №22 Ленина 12 (Кап строй)",1
2025-12-13,"Корпус №3",604
2025-12-13,"Корпус №4",3114
2025-12-13,"Корпус №5",4936
2025-12-13,"Корпус №6",766
2025-12-13,"Корпус №7",49
2025-12-13,"Корпус №8",536
2025-12-13,"Общежитие 1",871
2025-12-13,"Общежитие 3",901
2025-12-13,"Общежитие 4",879
2025-12-13,"Общежитие 5",2295
2025-12-13,"Парковка Перекопская 15",222
2025-12-13,"Парковка Республики 9",32
2025-12-14,"АИ Корпус №5",3
2025-12-14,"АИ Корпус №7",2
2025-12-14,"Ишим Общежитие",247
2025-12-14,"Кирова 25 (кадры, док обеспечение)",6
2025-12-14,"Корпус № 4 Приемная комиссия",40
2025-12-14,"Корпус №1",357
2025-12-14,"Корпус №11",55
2025-12-14,"Корпус №14",10
2025-12-14,"Корпус №16",95
2025-12-14,"Корпус №19",135
2025-12-14,"Корпус №2",26
2025-12-14,"Корпус №22 Ленина 12 (СГИ)",4
2025-12-14,"Корпус №4",26
2025-12-14,"Корпус №5",124
2025-12-14,"Корпус №6",44
2025-12-14,"Корпус №7",25
2025-12-14,"Корпус №8",171
2025-12-14,"Общежитие 1",685
2025-12-14,"Общежитие 3",757
2025-12-14,"Общежитие 4",644
2025-12-14,"Общежитие 5",1548
2025-12-14,"Парковка Перекопская 15",38
2025-12-14,"Парковка Республики 9",14
2025-12-15,"АИ Корпус №1",208
2025-12-15,"АИ Корпус №2",14
2025-12-15,"АИ Корпус №3",735
2025-12-15,"АИ Корпус №4",260
2025-12-15,"АИ Корпус №5",561
2025-12-15,"АИ Корпус №7",1034
2025-12-15,"Ишим Корпус №1",1050
2025-12-15,"Ишим Корпус №5",352
2025-12-15,"Ишим Корпус №6",95
2025-12-15,"Ишим Общежитие",998
2025-12-15,"Кирова 25 (кадры, док обеспечение)",574
2025-12-15,"Корпус № 4 Приемная комиссия",722
2025-12-15,"Корпус №1",6962
2025-12-15,"Корпус №10",2973
2025-12-15,"Корпус №11",4395
2025-12-15,"Корпус №12",1150
2025-12-15,"Корпус №13",825
2025-12-15,"Корпус №14",54
2025-12-15,"Корпус №16",504
2025-12-15,"Корпус №19",1602
2025-12-15,"Корпус №2",993
2025-12-15,"Корпус №22 Ленина 12 (Кап строй)",33
2025-12-15,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",60
2025-12-15,"Корпус №22 Ленина 12 (СГИ)",78
2025-12-15,"Корпус №3",803
2025-12-15,"Корпус №4",3966
2025-12-15,"Корпус №5",6434
2025-12-15,"Корпус №6",837
2025-12-15,"Корпус №7",283
2025-12-15,"Корпус №8",699
2025-12-15,"Общежитие 1",903
2025-12-15,"Общежитие 3",1045
2025-12-15,"Общежитие 4",846
2025-12-15,"Общежитие 5",2377
2025-12-15,"Парковка Перекопская 15",644
2025-12-15,"Парковка Республики 9",152
2025-12-16,"АИ Корпус №1",244
2025-12-16,"АИ Корпус №2",75
2025-12-16,"АИ Корпус №3",888
2025-12-16,"АИ Корпус №4",840
2025-12-16,"АИ Корпус №5",510
2025-12-16,"АИ Корпус №7",1086
2025-12-16,"Ишим Корпус №1",1473
2025-12-16,"Ишим Корпус №5",562
2025-12-16,"Ишим Корпус №6",116
2025-12-16,"Ишим Общежитие",1015
2025-12-16,"Кирова 25 (кадры, док обеспечение)",523
2025-12-16,"Корпус № 4 Приемная комиссия",581
2025-12-16,"Корпус №1",6943
2025-12-16,"Корпус №10",2869
2025-12-16,"Корпус №11",3308
2025-12-16,"Корпус №12",956
2025-12-16,"Корпус №13",687
2025-12-16,"Корпус №14",76
2025-12-16,"Корпус №16",451
2025-12-16,"Корпус №19",1852
2025-12-16,"Корпус №2",1094
2025-12-16,"Корпус №22 Ленина 12 (Кап строй)",38
2025-12-16,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",56
2025-12-16,"Корпус №22 Ленина 12 (СГИ)",79
2025-12-16,"Корпус №3",751
2025-12-16,"Корпус №4",4013
2025-12-16,"Корпус №5",6044
2025-12-16,"Корпус №6",894
2025-12-16,"Корпус №7",291
2025-12-16,"Корпус №8",931
2025-12-16,"Общежитие 1",909
2025-12-16,"Общежитие 3",1065
2025-12-16,"Общежитие 4",956
2025-12-16,"Общежитие 5",2267
2025-12-16,"Парковка Перекопская 15",700
2025-12-16,"Парковка Республики 9",95
2025-12-17,"АИ Корпус №1",228
2025-12-17,"АИ Корпус №2",32
2025-12-17,"АИ Корпус №3",936
2025-12-17,"АИ Корпус №4",645
2025-12-17,"АИ Корпус №5",398
2025-12-17,"АИ Корпус №7",1047
2025-12-17,"Ишим Корпус №1",1081
2025-12-17,"Ишим Корпус №5",333
2025-12-17,"Ишим Корпус №6",20
2025-12-17,"Ишим Общежитие",988
2025-12-17,"Кирова 25 (кадры, док обеспечение)",467
2025-12-17,"Корпус № 4 Приемная комиссия",571
2025-12-17,"Корпус №1",6554
2025-12-17,"Корпус №10",2683
2025-12-17,"Корпус №11",1428
2025-12-17,"Корпус №12",871
2025-12-17,"Корпус №13",659
2025-12-17,"Корпус №14",22
2025-12-17,"Корпус №16",400
2025-12-17,"Корпус №19",1864
2025-12-17,"Корпус №2",965
2025-12-17,"Корпус №22 Ленина 12 (Кап строй)",35
2025-12-17,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",64
2025-12-17,"Корпус №22 Ленина 12 (СГИ)",88
2025-12-17,"Корпус №3",748
2025-12-17,"Корпус №4",4213
2025-12-17,"Корпус №5",5986
2025-12-17,"Корпус №6",715
2025-12-17,"Корпус №7",370
2025-12-17,"Корпус №8",751
2025-12-17,"Общежитие 1",812
2025-12-17,"Общежитие 3",974
2025-12-17,"Общежитие 4",750
2025-12-17,"Общежитие 5",2160
2025-12-17,"Парковка Перекопская 15",678
2025-12-17,"Парковка Республики 9",75
2025-12-18,"АИ Корпус №1",263
2025-12-18,"АИ Корпус №2",103
2025-12-18,"АИ Корпус №3",1096
2025-12-18,"АИ Корпус №4",689
2025-12-18,"АИ Корпус №5",596
2025-12-18,"АИ Корпус №7",986
2025-12-18,"Ишим Корпус №1",1192
2025-12-18,"Ишим Корпус №5",341
2025-12-18,"Ишим Корпус №6",81
2025-12-18,"Ишим Общежитие",929
2025-12-18,"Кирова 25 (кадры, док обеспечение)",547
2025-12-18,"Корпус № 4 Приемная комиссия",258
2025-12-18,"Корпус №1",6343
2025-12-18,"Корпус №10",2599
2025-12-18,"Корпус №11",1669
2025-12-18,"Корпус №12",889
2025-12-18,"Корпус №13",593
2025-12-18,"Корпус №14",48
2025-12-18,"Корпус №16",577
2025-12-18,"Корпус №19",1511
2025-12-18,"Корпус №2",1035
2025-12-18,"Корпус №22 Ленина 12 (Кап строй)",41
2025-12-18,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",76
2025-12-18,"Корпус №22 Ленина 12 (СГИ)",96
2025-12-18,"Корпус №3",671
2025-12-18,"Корпус №4",3087
2025-12-18,"Корпус №5",5462
2025-12-18,"Корпус №6",815
2025-12-18,"Корпус №7",304
2025-12-18,"Корпус №8",810
2025-12-18,"Общежитие 1",872
2025-12-18,"Общежитие 3",997
2025-12-18,"Общежитие 4",860
2025-12-18,"Общежитие 5",2177
2025-12-18,"Парковка Перекопская 15",748
2025-12-18,"Парковка Республики 9",68
2025-12-19,"АИ Корпус №1",172
2025-12-19,"АИ Корпус №2",67
2025-12-19,"АИ Корпус №3",830
2025-12-19,"АИ Корпус №4",659
2025-12-19,"АИ Корпус №5",695
2025-12-19,"АИ Корпус №7",1029
2025-12-19,"Ишим Корпус №1",1110
2025-12-19,"Ишим Корпус №5",410
2025-12-19,"Ишим Корпус №6",64
2025-12-19,"Ишим Общежитие",731
2025-12-19,"Кирова 25 (кадры, док обеспечение)",550
2025-12-19,"Корпус № 4 Приемная комиссия",478
2025-12-19,"Корпус №1",7757
2025-12-19,"Корпус №10",2523
2025-12-19,"Корпус №11",1981
2025-12-19,"Корпус №12",1066
2025-12-19,"Корпус №13",318
2025-12-19,"Корпус №14",66
2025-12-19,"Корпус №16",363
2025-12-19,"Корпус №19",2194
2025-12-19,"Корпус №2",1093
2025-12-19,"Корпус №22 Ленина 12 (Кап строй)",38
2025-12-19,"Корпус №22 Ленина 12 (Отдел вход с торца здания)",68
2025-12-19,"Корпус №22 Ленина 12 (СГИ)",84
2025-12-19,"Корпус №3",824
2025-12-19,"Корпус №4",3674
2025-12-19,"Корпус №5",5094
2025-12-19,"Корпус №6",889
2025-12-19,"Корпус №7",264
2025-12-19,"Корпус №8",657
2025-12-19,"Общежитие 1",880
2025-12-19,"Общежитие 3",1039
2025-12-19,"Общежитие 4",864
2025-12-19,"Общежитие 5",2380
2025-12-19,"Парковка Перекопская 15",636
2025-12-19,"Парковка Республики 9",73
2025-12-20,"АИ Корпус №1",3
2025-12-20,"АИ Корпус №3",10
2025-12-20,"АИ Корпус №4",26
2025-12-20,"АИ Корпус №5",6
2025-12-20,"АИ Корпус №7",91
2025-12-20,"Ишим Корпус №1",152
2025-12-20,"Ишим Корпус №5",41
2025-12-20,"Ишим Общежитие",247
2025-12-20,"Кирова 25 (кадры, док обеспечение)",34
2025-12-20,"Корпус № 4 Приемная комиссия",27
2025-12-20,"Корпус №1",4112
2025-12-20,"Корпус №10",1708
2025-12-20,"Корпус №11",1315
2025-12-20,"Корпус №12",182
2025-12-20,"Корпус №13",74
2025-12-20,"Корпус №14",2
2025-12-20,"Корпус №16",174
2025-12-20,"Корпус №19",1124
2025-12-20,"Корпус №2",22
2025-12-20,"Корпус №3",813
2025-12-20,"Корпус №4",2323
2025-12-20,"Корпус №5",4134
2025-12-20,"Корпус №6",555
2025-12-20,"Корпус №7",307
2025-12-20,"Корпус №8",448
2025-12-20,"Общежитие 1",744
2025-12-20,"Общежитие 3",884
2025-12-20,"Общежитие 4",791
2025-12-20,"Общежитие 5",1940
2025-12-20,"Парковка Перекопская 15",294
2025-12-20,"Парковка Республики 9",24
2025-12-21,"АИ Корпус №7",2
2025-12-21,"Ишим Корпус №1",1
2025-12-21,"Ишим Общежитие",294
2025-12-21,"Кирова 25 (кадры, док обеспечение)",12
2025-12-21,"Корпус № 4 Приемная комиссия",103
2025-12-21,"Корпус №1",226
2025-12-21,"Корпус №10",1
2025-12-21,"Корпус №11",130
2025-12-21,"Корпус №13",2
2025-12-21,"Корпус №16",34
2025-12-21,"Корпус №19",266
2025-12-21,"Корпус №2",13
2025-12-21,"Корпус №22 Ленина 12 (СГИ)",6
2025-12-21,"Корпус №4",158
